lineid,date,time,level,process,component,logline,eventid,eventtemplate,timestamp
391,2015-10-18,18:03:13.983,INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:13.983
392,2015-10-18,18:03:14.155,INFO,IPC Server handler 8 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:14.155
393,2015-10-18,18:03:14.843,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:14.843
394,2015-10-18,18:03:14.843,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:14.843
395,2015-10-18,18:03:15.858,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:15.858
396,2015-10-18,18:03:15.858,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:15.858
397,2015-10-18,18:03:15.921,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.20639901,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:15.921
398,2015-10-18,18:03:16.905,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:16.905
399,2015-10-18,18:03:16.905,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:16.905
400,2015-10-18,18:03:17.296,INFO,IPC Server handler 20 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:17.296
401,2015-10-18,18:03:17.562,INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:17.562
402,2015-10-18,18:03:17.874,INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:17.874
403,2015-10-18,18:03:17.968,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:17.968
404,2015-10-18,18:03:17.968,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:17.968
405,2015-10-18,18:03:18.968,INFO,IPC Server handler 16 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.27765483,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:18.968
406,2015-10-18,18:03:18.999,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:18.999
407,2015-10-18,18:03:18.999,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:18.999
408,2015-10-18,18:03:20.077,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:20.077
409,2015-10-18,18:03:20.077,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:20.077
410,2015-10-18,18:03:20.890,INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:20.890
411,2015-10-18,18:03:21.062,INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:21.062
412,2015-10-18,18:03:21.327,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:21.327
413,2015-10-18,18:03:21.327,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:21.327
414,2015-10-18,18:03:21.609,INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:21.609
415,2015-10-18,18:03:22.109,INFO,IPC Server handler 3 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.27765483,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:22.109
416,2015-10-18,18:03:22.437,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:22.437
417,2015-10-18,18:03:22.437,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:22.437
418,2015-10-18,18:03:23.484,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:23.484
419,2015-10-18,18:03:23.484,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:23.484
420,2015-10-18,18:03:24.390,INFO,IPC Server handler 9 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:24.390
421,2015-10-18,18:03:24.546,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:24.546
422,2015-10-18,18:03:24.546,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:24.546
423,2015-10-18,18:03:24.562,INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:24.562
424,2015-10-18,18:03:25.281,INFO,IPC Server handler 6 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.27765483,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:25.281
425,2015-10-18,18:03:25.406,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:25.406
426,2015-10-18,18:03:25.953,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:25.953
427,2015-10-18,18:03:25.953,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:25.953
428,2015-10-18,18:03:26.984,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:26.984
429,2015-10-18,18:03:26.984,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:26.984
430,2015-10-18,18:03:27.875,INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:27.875
431,2015-10-18,18:03:28.000,INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:28.000
432,2015-10-18,18:03:28.109,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:28.109
433,2015-10-18,18:03:28.109,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:28.109
434,2015-10-18,18:03:28.297,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.358454,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:28.297
435,2015-10-18,18:03:28.937,INFO,IPC Server handler 0 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:28.937
436,2015-10-18,18:03:29.297,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:29.297
437,2015-10-18,18:03:29.297,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:29.297
438,2015-10-18,18:03:30.531,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:30.531
439,2015-10-18,18:03:30.531,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:30.531
440,2015-10-18,18:03:31.328,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:31.328
441,2015-10-18,18:03:31.391,INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:31.391
442,2015-10-18,18:03:31.656,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:31.656
443,2015-10-18,18:03:31.656,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:31.656
444,2015-10-18,18:03:32.250,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.19211523,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:32.250
445,2015-10-18,18:03:32.641,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:32.641
446,2015-10-18,18:03:32.984,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:32.984
447,2015-10-18,18:03:32.984,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:32.984
448,2015-10-18,18:03:34.188,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:34.188
449,2015-10-18,18:03:34.188,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:34.188
450,2015-10-18,18:03:34.422,INFO,IPC Server handler 14 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:34.422
451,2015-10-18,18:03:34.844,INFO,IPC Server handler 12 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:34.844
452,2015-10-18,18:03:35.250,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:35.250
453,2015-10-18,18:03:35.250,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:35.250
454,2015-10-18,18:03:35.625,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.20757815,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:35.625
455,2015-10-18,18:03:36.063,INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.19212553,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:36.063
456,2015-10-18,18:03:36.297,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:36.297
457,2015-10-18,18:03:36.297,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:36.297
458,2015-10-18,18:03:37.391,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:37.391
459,2015-10-18,18:03:37.391,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:37.391
460,2015-10-18,18:03:37.532,INFO,IPC Server handler 18 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.36323506,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:37.532
461,2015-10-18,18:03:38.360,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19158794,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:38.360
462,2015-10-18,18:03:38.500,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:38.500
463,2015-10-18,18:03:38.500,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:38.500
464,2015-10-18,18:03:38.875,INFO,IPC Server handler 13 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.24035259,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:38.875
465,2015-10-18,18:03:39.219,INFO,IPC Server handler 5 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.22765201,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:39.219
466,2015-10-18,18:03:39.625,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:39.625
467,2015-10-18,18:03:39.625,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:39.625
468,2015-10-18,18:03:40.610,INFO,IPC Server handler 29 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:40.610
469,2015-10-18,18:03:40.688,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:40.688
470,2015-10-18,18:03:40.688,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:40.688
471,2015-10-18,18:03:41.766,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:41.766
472,2015-10-18,18:03:41.766,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:41.766
473,2015-10-18,18:03:41.907,INFO,IPC Server handler 23 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.19716828,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:41.907
474,2015-10-18,18:03:42.391,INFO,IPC Server handler 2 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.26542902,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:42.391
475,2015-10-18,18:03:42.719,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000002_0 is : 0.26314905,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:42.719
476,2015-10-18,18:03:42.907,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:42.907
477,2015-10-18,18:03:42.907,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:42.907
478,2015-10-18,18:03:43.766,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000003_0 is : 0.4486067,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:43.766
479,2015-10-18,18:03:44.048,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:44.048
480,2015-10-18,18:03:44.048,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:44.048
481,2015-10-18,18:03:45.063,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:45.063
482,2015-10-18,18:03:45.063,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,Reduce slow start threshold not met. completedMapsForReduceSlowstart 1,E85,Reduce slow start threshold not met. completedMapsForReduceSlowstart <*>,2015-10-18 18:03:45.063
483,2015-10-18,18:03:45.345,INFO,IPC Server handler 27 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000000_0 is : 0.23859076,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:45.345
484,2015-10-18,18:03:45.876,INFO,IPC Server handler 4 on 62270,org.apache.hadoop.mapred.TaskAttemptListenerImpl,Progress of TaskAttempt attempt_1445144423722_0020_m_000001_0 is : 0.27776006,E80,Progress of TaskAttempt attempt_<*> is : <*>.<*>,2015-10-18 18:03:45.876
485,2015-10-18,18:03:46.157,INFO,RMCommunicator Allocator,org.apache.hadoop.mapreduce.v2.app.rm.RMContainerAllocator,"Recalculating schedule, headroom=<memory:0, vCores:-27>",E83,"Recalculating schedule, headroom=<memory:<*>, vCores:<*>>",2015-10-18 18:03:46.157
