logline,_id,is_anomaly,timestamp,group_id
"Read out cached package applicability for package: Package_for_KB2552343~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",434,False,2025-05-18T20:24:04.212203,434
Session: 30546174_21968263 initialized by client WindowsUpdateAgent.,435,True,2025-05-18T20:24:04.212203,435
"Read out cached package applicability for package: Package_for_KB3059317~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",436,False,2025-05-18T20:24:04.212203,436
Session: 30546174_22008265 initialized by client WindowsUpdateAgent.,437,True,2025-05-18T20:24:04.212203,437
"Read out cached package applicability for package: Package_for_KB2973201~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",438,False,2025-05-18T20:24:04.212203,438
Session: 30546174_22048268 initialized by client WindowsUpdateAgent.,439,True,2025-05-18T20:24:04.212203,439
"Read out cached package applicability for package: Package_for_KB3072305~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",440,False,2025-05-18T20:24:04.212203,440
Session: 30546174_22448291 initialized by client WindowsUpdateAgent.,441,True,2025-05-18T20:24:04.212203,441
"Read out cached package applicability for package: Package_for_KB3078667~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",442,False,2025-05-18T20:24:04.212203,442
Session: 30546174_22538296 initialized by client WindowsUpdateAgent.,443,True,2025-05-18T20:24:04.212203,443
"Read out cached package applicability for package: Package_for_KB3020369~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",444,False,2025-05-18T20:24:04.212203,444
Session: 30546174_22828312 initialized by client WindowsUpdateAgent.,445,True,2025-05-18T20:24:04.212203,445
"Read out cached package applicability for package: Package_for_KB2943357~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",446,False,2025-05-18T20:24:04.212203,446
Session: 30546174_23648359 initialized by client WindowsUpdateAgent.,447,True,2025-05-18T20:24:04.212203,447
"Read out cached package applicability for package: Package_for_KB3168965~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",448,False,2025-05-18T20:24:04.212203,448
Session: 30546174_23668360 initialized by client WindowsUpdateAgent.,449,True,2025-05-18T20:24:04.212203,449
"Read out cached package applicability for package: Package_for_KB2620704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",450,False,2025-05-18T20:24:04.212203,450
Session: 30546174_23938376 initialized by client WindowsUpdateAgent.,451,True,2025-05-18T20:24:04.212203,451
"Read out cached package applicability for package: Microsoft-Windows-PlatformUpdate-Win7-SRV08R2-Package-TopLevel~31bf3856ad364e35~amd64~~7.1.7601.16492, ApplicableState: 112, CurrentState:112",452,False,2025-05-18T20:24:04.212203,452
Session: 30546174_24168389 initialized by client WindowsUpdateAgent.,453,True,2025-05-18T20:24:04.212203,453
"Read out cached package applicability for package: Package_for_KB2763523~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",454,False,2025-05-18T20:24:04.212203,454
Session: 30546174_25138444 initialized by client WindowsUpdateAgent.,455,True,2025-05-18T20:24:04.212203,455
"Read out cached package applicability for package: Package_for_KB3075220~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",456,False,2025-05-18T20:24:04.212203,456
Session: 30546174_25988493 initialized by client WindowsUpdateAgent.,457,True,2025-05-18T20:24:04.212203,457
"Read out cached package applicability for package: Package_for_KB2813347~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",458,False,2025-05-18T20:24:04.212203,458
Session: 30546174_27448577 initialized by client WindowsUpdateAgent.,459,True,2025-05-18T20:24:04.212203,459
"Read out cached package applicability for package: Package_for_KB3080446~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",460,False,2025-05-18T20:24:04.212203,460
Session: 30546174_27518581 initialized by client WindowsUpdateAgent.,461,True,2025-05-18T20:24:04.212203,461
"Read out cached package applicability for package: Package_for_KB2515325~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",462,False,2025-05-18T20:24:04.212203,462
Session: 30546174_27548582 initialized by client WindowsUpdateAgent.,463,True,2025-05-18T20:24:04.212203,463
"Read out cached package applicability for package: Package_for_KB2957189~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",464,False,2025-05-18T20:24:04.212203,464
Session: 30546174_27568583 initialized by client WindowsUpdateAgent.,465,True,2025-05-18T20:24:04.212203,465
"Read out cached package applicability for package: Package_for_KB2718704~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",466,False,2025-05-18T20:24:04.212203,466
Session: 30546174_27758594 initialized by client WindowsUpdateAgent.,467,True,2025-05-18T20:24:04.212203,467
"Read out cached package applicability for package: Package_for_KB2479943~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",468,False,2025-05-18T20:24:04.212203,468
Session: 30546174_27818598 initialized by client WindowsUpdateAgent.,469,True,2025-05-18T20:24:04.212203,469
"Read out cached package applicability for package: Package_for_KB3138612~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",470,False,2025-05-18T20:24:04.212203,470
Session: 30546174_28288625 initialized by client WindowsUpdateAgent.,471,True,2025-05-18T20:24:04.212203,471
"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17681, ApplicableState: 112, CurrentState:0",472,False,2025-05-18T20:24:04.212203,472
Session: 30546174_28528638 initialized by client WindowsUpdateAgent.,473,True,2025-05-18T20:24:04.212203,473
"Read out cached package applicability for package: Package_for_KB3107998~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",474,False,2025-05-18T20:24:04.212203,474
Session: 30546174_30478750 initialized by client WindowsUpdateAgent.,475,True,2025-05-18T20:24:04.212203,475
"Read out cached package applicability for package: Package_for_KB3071756~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",476,False,2025-05-18T20:24:04.212203,476
Session: 30546174_35199020 initialized by client WindowsUpdateAgent.,477,True,2025-05-18T20:24:04.212203,477
"Read out cached package applicability for package: Package_for_KB2840631~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",478,False,2025-05-18T20:24:04.212203,478
Session: 30546174_35469035 initialized by client WindowsUpdateAgent.,479,True,2025-05-18T20:24:04.212203,479
"Read out cached package applicability for package: Package_for_KB2631813~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",480,False,2025-05-18T20:24:04.212203,480
Session: 30546174_35509038 initialized by client WindowsUpdateAgent.,481,True,2025-05-18T20:24:04.212203,481
"Read out cached package applicability for package: Package_for_KB2640148~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",482,False,2025-05-18T20:24:04.212203,482
Session: 30546174_35659046 initialized by client WindowsUpdateAgent.,483,True,2025-05-18T20:24:04.212203,483
"Read out cached package applicability for package: Package_for_KB3093513~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",484,False,2025-05-18T20:24:04.212203,484
Session: 30546174_35689048 initialized by client WindowsUpdateAgent.,485,True,2025-05-18T20:24:04.212203,485
"Read out cached package applicability for package: Package_for_KB2894844~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",486,False,2025-05-18T20:24:04.212203,486
Session: 30546174_36019067 initialized by client WindowsUpdateAgent.,487,True,2025-05-18T20:24:04.212203,487
"Read out cached package applicability for package: Package_for_KB3108670~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",488,False,2025-05-18T20:24:04.212203,488
Session: 30546174_40939348 initialized by client WindowsUpdateAgent.,489,True,2025-05-18T20:24:04.212203,489
"Read out cached package applicability for package: Package_for_KB2547666~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",490,False,2025-05-18T20:24:04.212203,490
Session: 30546174_41309369 initialized by client WindowsUpdateAgent.,491,True,2025-05-18T20:24:04.212203,491
"Read out cached package applicability for package: Package_for_KB2798162~31bf3856ad364e35~amd64~~6.1.1.5, ApplicableState: 80, CurrentState:112",492,False,2025-05-18T20:24:04.212203,492
Session: 30546174_43049469 initialized by client WindowsUpdateAgent.,493,True,2025-05-18T20:24:04.212203,493
"Read out cached package applicability for package: Package_for_KB2574819~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",494,False,2025-05-18T20:24:04.212203,494
Session: 30546174_43479493 initialized by client WindowsUpdateAgent.,495,True,2025-05-18T20:24:04.212203,495
"Read out cached package applicability for package: Microsoft-Windows-RDP-BlueIP-Package-TopLevel~31bf3856ad364e35~amd64~~7.2.7601.16415, ApplicableState: 112, CurrentState:112",496,False,2025-05-18T20:24:04.212203,496
Session: 30546174_43599500 initialized by client WindowsUpdateAgent.,497,True,2025-05-18T20:24:04.212203,497
"Read out cached package applicability for package: Package_for_KB2857650~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",498,False,2025-05-18T20:24:04.212203,498
Session: 30546174_44439548 initialized by client WindowsUpdateAgent.,499,True,2025-05-18T20:24:04.212203,499
"Read out cached package applicability for package: Package_for_KB3118401~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",500,False,2025-05-18T20:24:04.212203,500
Session: 30546174_44469550 initialized by client WindowsUpdateAgent.,501,True,2025-05-18T20:24:04.212203,501
"Read out cached package applicability for package: Package_for_KB2585542~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 80, CurrentState:112",502,False,2025-05-18T20:24:04.212203,502
Session: 30546174_44629559 initialized by client WindowsUpdateAgent.,503,True,2025-05-18T20:24:04.212203,503
"Read out cached package applicability for package: Package_for_KB2931356~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",504,False,2025-05-18T20:24:04.212203,504
Session: 30546174_45239594 initialized by client WindowsUpdateAgent.,505,True,2025-05-18T20:24:04.212203,505
"Read out cached package applicability for package: Package_for_KB2900986~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",506,False,2025-05-18T20:24:04.212203,506
Session: 30546174_45309598 initialized by client WindowsUpdateAgent.,507,True,2025-05-18T20:24:04.212203,507
"Read out cached package applicability for package: Package_for_KB2985461~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",508,False,2025-05-18T20:24:04.212203,508
Session: 30546174_46439663 initialized by client WindowsUpdateAgent.,509,True,2025-05-18T20:24:04.212203,509
"Read out cached package applicability for package: Package_for_KB3092601~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",510,False,2025-05-18T20:24:04.212203,510
Session: 30546174_46879688 initialized by client WindowsUpdateAgent.,511,True,2025-05-18T20:24:04.212203,511
"Read out cached package applicability for package: Package_for_KB2836942~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",512,False,2025-05-18T20:24:04.212203,512
Session: 30546174_46979694 initialized by client WindowsUpdateAgent.,513,True,2025-05-18T20:24:04.212203,513
"Read out cached package applicability for package: Package_for_KB2937610~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",514,False,2025-05-18T20:24:04.212203,514
Session: 30546174_48029754 initialized by client WindowsUpdateAgent.,515,True,2025-05-18T20:24:04.212203,515
"Read out cached package applicability for package: Package_for_KB3035126~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",516,False,2025-05-18T20:24:04.212203,516
Session: 30546174_48659790 initialized by client WindowsUpdateAgent.,517,True,2025-05-18T20:24:04.212203,517
"Read out cached package applicability for package: Package_for_KB3076895~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",518,False,2025-05-18T20:24:04.212203,518
Session: 30546174_48769796 initialized by client WindowsUpdateAgent.,519,True,2025-05-18T20:24:04.212203,519
"Read out cached package applicability for package: Package_for_KB3021674~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",520,False,2025-05-18T20:24:04.212203,520
Session: 30546174_48809798 initialized by client WindowsUpdateAgent.,521,True,2025-05-18T20:24:04.212203,521
"Read out cached package applicability for package: Package_for_KB2919469~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",522,False,2025-05-18T20:24:04.212203,522
Session: 30546174_49059813 initialized by client WindowsUpdateAgent.,523,True,2025-05-18T20:24:04.212203,523
"Read out cached package applicability for package: Package_for_KB2823180~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0",524,False,2025-05-18T20:24:04.212203,524
Session: 30546174_49089814 initialized by client WindowsUpdateAgent.,525,True,2025-05-18T20:24:04.212203,525
"Read out cached package applicability for package: Package_for_KB2809215~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:0",526,False,2025-05-18T20:24:04.212203,526
Session: 30546174_49109815 initialized by client WindowsUpdateAgent.,527,True,2025-05-18T20:24:04.212203,527
Failed to internally open package. [HRESULT = 0x800f0805 - CBS_E_INVALID_PACKAGE],528,True,2025-05-18T20:24:04.212203,528
Session: 30546174_49119816 initialized by client WindowsUpdateAgent.,529,True,2025-05-18T20:24:04.212203,529
"Read out cached package applicability for package: Package_for_KB2809900~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 0, CurrentState:0",530,False,2025-05-18T20:24:04.212203,530
Session: 30546174_49199821 initialized by client WindowsUpdateAgent.,531,True,2025-05-18T20:24:04.212203,531
"Read out cached package applicability for package: Package_for_KB3150220~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",532,False,2025-05-18T20:24:04.212203,532
Session: 30546174_49409833 initialized by client WindowsUpdateAgent.,533,True,2025-05-18T20:24:04.212203,533
"Read out cached package applicability for package: Package_for_KB3175024~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",534,False,2025-05-18T20:24:04.212203,534
Session: 30546174_49899861 initialized by client WindowsUpdateAgent.,535,True,2025-05-18T20:24:04.212203,535
"Read out cached package applicability for package: Package_for_KB3126446~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",536,False,2025-05-18T20:24:04.212203,536
Session: 30546174_50419890 initialized by client WindowsUpdateAgent.,537,True,2025-05-18T20:24:04.212203,537
"Read out cached package applicability for package: Package_for_KB2968294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",538,False,2025-05-18T20:24:04.212203,538
Session: 30546174_50799912 initialized by client WindowsUpdateAgent.,539,True,2025-05-18T20:24:04.212203,539
"Read out cached package applicability for package: Package_for_KB3080079~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",540,False,2025-05-18T20:24:04.212203,540
Session: 30546174_79961580 initialized by client WindowsUpdateAgent.,541,True,2025-05-18T20:24:04.212203,541
"Read out cached package applicability for package: Package_for_KB2868626~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:112",542,False,2025-05-18T20:24:04.212203,542
Session: 30546174_84291828 initialized by client WindowsUpdateAgent.,543,True,2025-05-18T20:24:04.212203,543
"Read out cached package applicability for package: Package_for_KB2929733~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",544,False,2025-05-18T20:24:04.212203,544
Session: 30546174_84441836 initialized by client WindowsUpdateAgent.,545,True,2025-05-18T20:24:04.212203,545
"Read out cached package applicability for package: Package_for_KB2893294~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",546,False,2025-05-18T20:24:04.212203,546
Session: 30546174_84491839 initialized by client WindowsUpdateAgent.,547,True,2025-05-18T20:24:04.212203,547
"Read out cached package applicability for package: Package_for_KB3145739~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",548,False,2025-05-18T20:24:04.212203,548
Session: 30546174_84891862 initialized by client WindowsUpdateAgent.,549,True,2025-05-18T20:24:04.212203,549
"Read out cached package applicability for package: Package_for_KB2972211~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",550,False,2025-05-18T20:24:04.212203,550
Session: 30546174_85221881 initialized by client WindowsUpdateAgent.,551,True,2025-05-18T20:24:04.212203,551
"Read out cached package applicability for package: Package_for_KB947821~31bf3856ad364e35~amd64~~6.1.34.0, ApplicableState: 112, CurrentState:0",552,False,2025-05-18T20:24:04.212203,552
Session: 30546174_85241882 initialized by client WindowsUpdateAgent.,553,True,2025-05-18T20:24:04.212203,553
"Read out cached package applicability for package: Package_for_KB3020370~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",554,False,2025-05-18T20:24:04.212203,554
Session: 30546174_85811915 initialized by client WindowsUpdateAgent.,555,True,2025-05-18T20:24:04.212203,555
"Read out cached package applicability for package: Package_for_KB3003743~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",556,False,2025-05-18T20:24:04.212203,556
Session: 30546174_88182050 initialized by client WindowsUpdateAgent.,557,True,2025-05-18T20:24:04.212203,557
"Read out cached package applicability for package: Package_for_KB3020387~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 80, CurrentState:0",558,False,2025-05-18T20:24:04.212203,558
Session: 30546174_88262055 initialized by client WindowsUpdateAgent.,559,True,2025-05-18T20:24:04.212203,559
"Read out cached package applicability for package: Package_for_KB2884256~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",560,False,2025-05-18T20:24:04.212203,560
Session: 30546174_88342059 initialized by client WindowsUpdateAgent.,561,True,2025-05-18T20:24:04.212203,561
"Read out cached package applicability for package: Package_for_KB3163245~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",562,False,2025-05-18T20:24:04.212203,562
Session: 30546174_88462066 initialized by client WindowsUpdateAgent.,563,True,2025-05-18T20:24:04.212203,563
"Read out cached package applicability for package: Package_for_KB2660075~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",564,False,2025-05-18T20:24:04.212203,564
Session: 30546174_88482067 initialized by client WindowsUpdateAgent.,565,True,2025-05-18T20:24:04.212203,565
"Read out cached package applicability for package: Package_for_KB3022777~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",566,False,2025-05-18T20:24:04.212203,566
Session: 30546174_88742082 initialized by client WindowsUpdateAgent.,567,True,2025-05-18T20:24:04.212203,567
"Read out cached package applicability for package: Package_for_KB3161561~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",568,False,2025-05-18T20:24:04.212203,568
Session: 30546174_89042099 initialized by client WindowsUpdateAgent.,569,True,2025-05-18T20:24:04.212203,569
"Read out cached package applicability for package: Package_for_KB2800095~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",570,False,2025-05-18T20:24:04.212203,570
Session: 30546174_89092102 initialized by client WindowsUpdateAgent.,571,True,2025-05-18T20:24:04.212203,571
"Read out cached package applicability for package: Package_for_KB2818604~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:0",572,False,2025-05-18T20:24:04.212203,572
Session: 30546174_89122104 initialized by client WindowsUpdateAgent.,573,True,2025-05-18T20:24:04.212203,573
"Read out cached package applicability for package: Package_for_KB2570947~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",574,False,2025-05-18T20:24:04.212203,574
Session: 30546174_89272113 initialized by client WindowsUpdateAgent.,575,True,2025-05-18T20:24:04.212203,575
"Read out cached package applicability for package: Package_for_KB3035132~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",576,False,2025-05-18T20:24:04.212203,576
Session: 30546174_89322115 initialized by client WindowsUpdateAgent.,577,True,2025-05-18T20:24:04.212203,577
"Read out cached package applicability for package: Package_for_KB2972100~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",578,False,2025-05-18T20:24:04.212203,578
Session: 30546174_89562129 initialized by client WindowsUpdateAgent.,579,True,2025-05-18T20:24:04.212203,579
"Read out cached package applicability for package: Package_for_KB2966583~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",580,False,2025-05-18T20:24:04.212203,580
Session: 30546174_89962152 initialized by client WindowsUpdateAgent.,581,True,2025-05-18T20:24:04.212203,581
"Read out cached package applicability for package: Package_for_KB2685811~31bf3856ad364e35~amd64~~6.1.1.11, ApplicableState: 112, CurrentState:112",582,False,2025-05-18T20:24:04.212203,582
Session: 30546174_90352174 initialized by client WindowsUpdateAgent.,583,True,2025-05-18T20:24:04.212203,583
"Read out cached package applicability for package: Package_for_KB3110329~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",584,False,2025-05-18T20:24:04.212203,584
Session: 30546174_90632190 initialized by client WindowsUpdateAgent.,585,True,2025-05-18T20:24:04.212203,585
"Read out cached package applicability for package: Package_for_KB2545698~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",586,False,2025-05-18T20:24:04.212203,586
Session: 30546174_90692194 initialized by client WindowsUpdateAgent.,587,True,2025-05-18T20:24:04.212203,587
"Read out cached package applicability for package: Package_for_KB3124280~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",588,False,2025-05-18T20:24:04.212203,588
Session: 30546174_90722196 initialized by client WindowsUpdateAgent.,589,True,2025-05-18T20:24:04.212203,589
"Read out cached package applicability for package: Microsoft-Hyper-V-Integration-Services-Package~31bf3856ad364e35~amd64~~6.3.9600.17388, ApplicableState: 112, CurrentState:0",590,False,2025-05-18T20:24:04.212203,590
Session: 30546174_90802200 initialized by client WindowsUpdateAgent.,591,True,2025-05-18T20:24:04.212203,591
Session: 30546174_90832202 initialized by client WindowsUpdateAgent.,592,True,2025-05-18T20:24:04.212203,592
"Read out cached package applicability for package: Package_for_KB2676562~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",593,False,2025-05-18T20:24:04.212203,593
Session: 30546174_90912206 initialized by client WindowsUpdateAgent.,594,True,2025-05-18T20:24:04.212203,594
"Read out cached package applicability for package: Package_for_KB2970228~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",595,False,2025-05-18T20:24:04.212203,595
Session: 30546174_91002212 initialized by client WindowsUpdateAgent.,596,True,2025-05-18T20:24:04.212203,596
"Read out cached package applicability for package: Package_for_KB2512715~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 0, CurrentState:0",597,False,2025-05-18T20:24:04.212203,597
Session: 30546174_91262226 initialized by client WindowsUpdateAgent.,598,True,2025-05-18T20:24:04.212203,598
"Read out cached package applicability for package: Package_for_KB2965788~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 80, CurrentState:112",599,False,2025-05-18T20:24:04.212203,599
Session: 30546174_91282228 initialized by client WindowsUpdateAgent.,600,True,2025-05-18T20:24:04.212203,600
"Read out cached package applicability for package: Package_for_KB3030377~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",601,False,2025-05-18T20:24:04.212203,601
Session: 30546174_91382233 initialized by client WindowsUpdateAgent.,602,True,2025-05-18T20:24:04.212203,602
"Read out cached package applicability for package: Package_for_KB3021917~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",603,False,2025-05-18T20:24:04.212203,603
Session: 30546174_91422236 initialized by client WindowsUpdateAgent.,604,True,2025-05-18T20:24:04.212203,604
"Read out cached package applicability for package: Package_for_KB2853952~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",605,False,2025-05-18T20:24:04.212203,605
Session: 30546174_91472238 initialized by client WindowsUpdateAgent.,606,True,2025-05-18T20:24:04.212203,606
"Read out cached package applicability for package: Package_for_KB2706045~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",607,False,2025-05-18T20:24:04.212203,607
Session: 30546174_91532242 initialized by client WindowsUpdateAgent.,608,True,2025-05-18T20:24:04.212203,608
"Read out cached package applicability for package: Package_for_KB2510531~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:112",609,False,2025-05-18T20:24:04.212203,609
Session: 30546174_91592245 initialized by client WindowsUpdateAgent.,610,True,2025-05-18T20:24:04.212203,610
"Read out cached package applicability for package: Package_for_KB2847927~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",611,False,2025-05-18T20:24:04.212203,611
Session: 30546174_91672250 initialized by client WindowsUpdateAgent.,612,True,2025-05-18T20:24:04.212203,612
"Read out cached package applicability for package: Package_for_KB2604115~31bf3856ad364e35~amd64~~6.1.1.3, ApplicableState: 112, CurrentState:112",613,False,2025-05-18T20:24:04.212203,613
Session: 30546174_92052272 initialized by client WindowsUpdateAgent.,614,True,2025-05-18T20:24:04.212203,614
"Read out cached package applicability for package: Package_for_KB3013531~31bf3856ad364e35~amd64~~6.1.2.0, ApplicableState: 112, CurrentState:112",615,False,2025-05-18T20:24:04.212203,615
Session: 30546174_92302286 initialized by client WindowsUpdateAgent.,616,True,2025-05-18T20:24:04.212203,616
"Read out cached package applicability for package: Package_for_KB2893519~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",617,False,2025-05-18T20:24:04.212203,617
Session: 30546174_93492354 initialized by client WindowsUpdateAgent.,618,True,2025-05-18T20:24:04.212203,618
"Read out cached package applicability for package: Package_for_KB2703157~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 80, CurrentState:0",619,False,2025-05-18T20:24:04.212203,619
Session: 30546174_93642363 initialized by client WindowsUpdateAgent.,620,True,2025-05-18T20:24:04.212203,620
"Read out cached package applicability for package: Package_for_KB3133977~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",621,False,2025-05-18T20:24:04.212203,621
Session: 30546174_94042385 initialized by client WindowsUpdateAgent.,622,True,2025-05-18T20:24:04.212203,622
"Read out cached package applicability for package: Package_for_KB3109094~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",623,False,2025-05-18T20:24:04.212203,623
Session: 30546174_94182393 initialized by client WindowsUpdateAgent.,624,True,2025-05-18T20:24:04.212203,624
"Read out cached package applicability for package: Package_for_KB2506212~31bf3856ad364e35~amd64~~6.1.1.2, ApplicableState: 112, CurrentState:112",625,False,2025-05-18T20:24:04.212203,625
Session: 30546174_94222396 initialized by client WindowsUpdateAgent.,626,True,2025-05-18T20:24:04.212203,626
"Read out cached package applicability for package: Package_for_KB3076949~31bf3856ad364e35~amd64~~6.1.1.0, ApplicableState: 112, CurrentState:112",627,False,2025-05-18T20:24:04.212203,627
Session: 30546174_94392405 initialized by client WindowsUpdateAgent.,628,True,2025-05-18T20:24:04.212203,628
Session: 30546174_94722424 initialized by client WindowsUpdateAgent.,629,True,2025-05-18T20:24:04.212203,629
"Read out cached package applicability for package: Package_for_KB2871997~31bf3856ad364e35~amd64~~6.1.2.5, ApplicableState: 112, CurrentState:112",630,False,2025-05-18T20:24:04.212203,630
Session: 30546174_97232568 initialized by client WindowsUpdateAgent.,631,True,2025-05-18T20:24:04.212203,631
"Read out cached package applicability for package: Package_for_KB3164035~31bf3856ad364e35~amd64~~6.1.1.1, ApplicableState: 112, CurrentState:112",632,False,2025-05-18T20:24:04.212203,632
